15.0 156390.0 06/01/2015 "JUDETUL MARAMURES (CONSILIUL JUDETEAN MARAMURES)" 3627315.0 Maramures Lucrari NU "Licitatie deschisa" "Pretul cel mai scazut" 63528413.2 RON Offline DA DA 45222110-3 "Lucrari de constructii de rampe de deseuri (Rev.2)"
16.0 156387.0 06/01/2015 "UNIVERSITATEA CRAIOVA" 4553380.0 Dolj Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 678683.0 RON Offline DA DA 48461000-7 "Pachete software analitice sau stiintifice (Rev.2)"
17.0 156360.0 06/01/2015 "Societatea Nationala de Gaze Naturale Romgaz S.A." "RO 14056826" Sibiu Furnizare DA "Licitatie deschisa" "Pretul cel mai scazut" 8674400.0 RON Offline DA NU 44111210-6 "Ciment de foraj (Rev.2)"
18.0 156377.0 06/01/2015 "Institutul National de Cercetare-Dezvoltare Aerospatiala ""Elie Carafoli"" - I.N.C.A.S. Bucuresti" "RO 434670" Bucuresti Furnizare NU "Licitatie deschisa" "Oferta cea mai avantajoasa d.p.d.v. economic" 669845.0 RON Offline DA DA 42500000-1 "Echipamente de racire si de ventilare (Rev.2)"
19.0 156381.0 06/01/2015 "Spitalul Judetan de Urgenta ""Mavromati"" Botosani" 4557951.0 Botosani Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 2774930.0 RON Online DA NU 33183300-9 "Aparate de osteosinteza (Rev.2)"
20.0 156372.0 06/01/2015 "INSPECTORATUL GENERAL AL POLITIEI ROMANE" 4453144.0 Bucuresti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 3063159.88 RON Offline DA DA 34114200-1 "Masini de politie (Rev.2)"
21.0 156355.0 06/01/2015 "Compania Judeteana Apa Serv S.A. Neamt" RO15346437 Neamt Servicii DA "Licitatie deschisa" "Oferta cea mai avantajoasa d.p.d.v. economic" 77175000.0 RON Offline DA DA 71541000-2 "Servicii de gestionare a proiectelor de constructii (Rev.2)"
22.0 156402.0 06/01/2015 "DEPARTAMENTUL PENTRU EGALITATE DE SANSE INTRE FEMEI SI BARBATI" 33160563.0 Bucuresti Servicii NU "Licitatie deschisa" "Oferta cea mai avantajoasa d.p.d.v. economic" 7258064.52 RON Offline DA DA 79411000-8 "Servicii generale de consultanta in management (Rev.2)"
23.0 156357.0 06/01/2015 "Institutul Oncologic Prof. Dr. I. Chiricuta Cluj-Napoca" 4547125.0 Cluj Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 91200.0 RON Offline NU NU 24455000-8 "Dezinfectanti (Rev.2)"
24.0 156363.0 06/01/2015 "Societatea Nationala de Gaze Naturale Romgaz S.A." "RO 14056826" Sibiu Lucrari DA "Licitatie deschisa" "Pretul cel mai scazut" 3611226.3 RON Offline NU NU 45255500-4 "Lucrari de foraj si de explorare (Rev.2)"
25.0 156366.0 06/01/2015 "Societatea Nationala de Transport Gaze Naturale TRANSGAZ SA Medias" RO13068733 Sibiu Servicii DA "Licitatie deschisa" "Pretul cel mai scazut" 850000.0 RON Offline NU NU 50531300-9 "Servicii de reparare si de intretinere a compresoarelor (Rev.2)"
26.0 156367.0 06/01/2015 "REGIA AUTONOMA PENTRU ACTIVITATI NUCLEARE" RO10882752 Mehedinti Servicii DA "Licitatie deschisa" "Pretul cel mai scazut" 668338.0 RON Offline NU NU 60180000-3 "Inchiriere de vehicule de transport de marfuri cu sofer (Rev.2)"
27.0 156368.0 06/01/2015 "COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A." "RO 13328043" Bucuresti Servicii DA "Licitatie deschisa" "Pretul cel mai scazut" 84224.0 RON Offline NU NU 71335000-5 "Studii tehnice (Rev.2)"
28.0 156369.0 06/01/2015 "REGIA AUTONOMA PENTRU ACTIVITATI NUCLEARE" RO10882752 Mehedinti Furnizare DA "Licitatie deschisa" "Pretul cel mai scazut" 786600.0 RON Offline NU NU 09122100-1 "Propan (Rev.2)"
29.0 156373.0 06/01/2015 "COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A." "RO 13328043" Bucuresti Lucrari DA "Licitatie deschisa" "Pretul cel mai scazut" 605955.14 RON Offline NU NU 45231400-9 "Lucrari de constructii de linii electrice (Rev.2)"
30.0 156375.0 06/01/2015 "C.N.POSTA ROMANA S.A." "RO 427410" Bucuresti Furnizare DA "Licitatie deschisa" "Pretul cel mai scazut" 353338.2 RON Offline NU NU 30197643-5 "Hartie pentru fotocopiatoare (Rev.2)"
31.0 156378.0 06/01/2015 "REGIA NATIONALA A PADURILOR - ROMSILVA RA" RO1590120 Bucuresti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 35000.0 RON Offline NU NU 30125100-2 "Cartuse de toner (Rev.2)"
32.0 156380.0 06/01/2015 "Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA" "RO 30267310" Gorj Furnizare DA "Licitatie deschisa" "Pretul cel mai scazut" 45253.0 RON Offline NU NU 34300000-0 "Piese si accesorii pentru vehicule si pentru motoare de vehicule (Rev.2)"
33.0 156396.0 06/01/2015 "Institutul de Cercetari si Amenajari Silvice - Bucuresti" "RO 2607964" Ilfov Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 200850.0 RON Online NU NU 34110000-1 "Autoturisme (Rev.2)"
34.0 156393.0 07/01/2015 "DIRECTIA GENERALA LOGISTICA" 4267060.0 Bucuresti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 2662385.0 RON Offline DA NU 15111100-0 "Carne de vita (Rev.2)"
35.0 156416.0 07/01/2015 "Institutul National de Cercetare-Dezvoltare Aerospatiala ""Elie Carafoli"" - I.N.C.A.S. Bucuresti" "RO 434670" Bucuresti Furnizare NU Negociere "Oferta cea mai avantajoasa d.p.d.v. economic" 2745000.0 RON Offline DA DA 35125000-6 "Sisteme de supraveghere (Rev.2)"
36.0 156376.0 07/01/2015 "Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA" "RO 30267310" Gorj Lucrari DA "Licitatie deschisa" "Pretul cel mai scazut" 74565476.15 RON Offline DA NU 45255400-3 "Lucrari de montaj (Rev.2)"
37.0 156356.0 07/01/2015 "SPITAL CLINIC JUDETEAN DE URGENTA ORADEA" 4208498.0 Bihor Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 2962650.0 RON Offline DA NU 24455000-8 "Dezinfectanti (Rev.2)"
38.0 156422.0 07/01/2015 "Institutul de Boli Cardiovasculare Prof. Dr. I. M. Georgescu" RO8615184 Iasi Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 1310401.0 RON Online DA NU 33696500-0 "Reactivi de laborator (Rev.2)"
39.0 156403.0 07/01/2015 "CENTRU DE ONCOLOGIE DROBETA TURNU SEVERIN" 29015247.0 Mehedinti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 825739.2 RON Online DA NU 33652100-6 "Antineoplazice (Rev.2)"
40.0 156395.0 07/01/2015 "DIRECTIA GENERALA LOGISTICA" 4267060.0 Bucuresti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 1709565.0 RON Offline DA NU 15131700-2 "Preparate pe baza de carne (Rev.2)"
41.0 156358.0 07/01/2015 "SPITALUL MUNICIPAL CARACAL" 4395086.0 Olt Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 990791.96 RON Online DA NU 33652100-6 "Antineoplazice (Rev.2)"
42.0 156394.0 07/01/2015 "R.A. ROMATSA - ADMINISTRATIA ROMANA A SERVICIILOR DE TRAFIC AERIAN" "R 1589932" Bucuresti Furnizare DA "Licitatie deschisa" "Pretul cel mai scazut" 1840000.0 EUR Offline DA NU 32344110-0 "Sistem de inregistrare vocala (Rev.2)"
43.0 156379.0 07/01/2015 "OMV PETROM S.A" "RO 1590082" Bucuresti Servicii DA "Licitatie deschisa" "Pretul cel mai scazut" 134977931.22 RON Offline DA NU 90715100-3 "Servicii de investigatii in domeniul poluarii chimice si petroliere (Rev.2)"
44.0 156433.0 07/01/2015 "Institutul National de Cercetare-Dezvoltare Aerospatiala ""Elie Carafoli"" - I.N.C.A.S. Bucuresti" "RO 434670" Bucuresti Furnizare NU Negociere "Oferta cea mai avantajoasa d.p.d.v. economic" 3555000.0 RON Offline DA DA 34932000-9 "Sisteme radar (Rev.2)"
45.0 156392.0 07/01/2015 "Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA" "RO 30267310" Gorj Furnizare DA "Licitatie deschisa" "Pretul cel mai scazut" 5338402.91 RON Offline DA NU 43620000-5 "Piese pentru utilaje de prelucrare a mineralelor (Rev.2)"
46.0 156400.0 07/01/2015 "MUNICIPIUL RAMNICU VALCEA" 2540813.0 Valcea Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 849750.0 RON Online DA NU 30210000-4 "Masini de procesare a datelor (hardware) (Rev.2)"
47.0 156365.0 07/01/2015 "Spitalul Universitar de Urgenta Militar Central ""Dr. Carol Davila""" 4364594.0 Bucuresti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 5120800.0 RON Offline DA NU 33141420-0 "Manusi chirurgicale (Rev.2)"
48.0 156401.0 07/01/2015 "Spitalul Clinic de Urgenta pentru Copii ""Grigore Alexandrescu""" 4284134.0 Bucuresti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 137260000.0 RON Offline DA NU 33111000-1 "Aparate de radiologie (Rev.2)"
49.0 156435.0 07/01/2015 "APASERV SATU MARE S.A." RO16844952 "Satu Mare" Furnizare DA "Licitatie deschisa" "Pretul cel mai scazut" 1794000.0 RON Online NU DA 34144000-8 "Autovehicule cu utilizare speciala (Rev.2)"
50.0 156413.0 07/01/2015 "Autoritatea Nationala pentru Administrare si Reglementare in Comunicatii" 14751237.0 Bucuresti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 258064.52 RON Offline NU NU 34300000-0 "Piese si accesorii pentru vehicule si pentru motoare de vehicule (Rev.2)"
51.0 156430.0 07/01/2015 "SPITALUL CLINIC JUDETEAN MURES" 24014380.0 Mures Servicii NU "Licitatie deschisa" "Pretul cel mai scazut" 244872.0 RON Offline NU NU 50421000-2 "Servicii de reparare si de intretinere a echipamentului medical (Rev.2)"
52.0 156404.0 07/01/2015 "SOCIETATEA COMPLEXUL ENERGETIC HUNEDOARA S.A." RO30855230 Hunedoara Servicii DA "Licitatie deschisa" "Pretul cel mai scazut" 1069761.05 RON Offline NU NU 90910000-9 "Servicii de curatenie (Rev.2)"
53.0 156405.0 07/01/2015 "REGIA NATIONALA A PADURILOR - ROMSILVA RA" RO1590120 Bucuresti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 91735.0 RON Online NU NU 30192000-1 "Accesorii de birou (Rev.2)"
54.0 156407.0 07/01/2015 "REGIA NATIONALA A PADURILOR - ROMSILVA RA" RO1590120 Bucuresti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 500749.0 RON Online NU NU 34300000-0 "Piese si accesorii pentru vehicule si pentru motoare de vehicule (Rev.2)"
55.0 156409.0 07/01/2015 "REGIA AUTONOMA PENTRU ACTIVITATI NUCLEARE" RO10882752 Mehedinti Servicii DA "Licitatie deschisa" "Pretul cel mai scazut" 1113370.32 RON Offline NU NU 79713000-5 "Servicii de paza (Rev.2)"
56.0 156410.0 07/01/2015 "REGIA NATIONALA A PADURILOR - ROMSILVA RA" RO1590120 Bucuresti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 76211.0 RON Offline NU NU 18813300-4 "Incaltaminte de oras (Rev.2)"
57.0 156411.0 07/01/2015 "Societatea Nationala de Gaze Naturale Romgaz S.A." "RO 14056826" Sibiu Lucrari DA "Licitatie deschisa" "Pretul cel mai scazut" 5032601.0 RON Offline NU NU 45255500-4 "Lucrari de foraj si de explorare (Rev.2)"
58.0 156414.0 07/01/2015 "REGIA NATIONALA A PADURILOR - ROMSILVA RA" RO1590120 Bucuresti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 10925.0 RON Offline NU NU 43810000-4 "Echipament de prelucrare a lemnului (Rev.2)"
59.0 156415.0 07/01/2015 "REGIA NATIONALA A PADURILOR - ROMSILVA RA" RO1590120 Bucuresti Servicii NU "Licitatie deschisa" "Pretul cel mai scazut" 50000.0 RON Offline NU NU 66516100-1 "Servicii de asigurare de raspundere civila auto (Rev.2)"
60.0 156419.0 07/01/2015 "UNIVERSITATEA CRAIOVA" 4553380.0 Dolj Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 358383.63 RON Online NU NU 09132100-4 "Benzina fara plumb (Rev.2)"
61.0 156423.0 07/01/2015 "Compania Nationala de Cai Ferate ""CFR"" - SA" "RO 11054529" Bucuresti Lucrari DA "Licitatie deschisa" "Pretul cel mai scazut" 88500.0 RON Offline NU NU 45310000-3 "Lucrari de instalatii electrice (Rev.2)"
62.0 156427.0 07/01/2015 "REGIA NATIONALA A PADURILOR - ROMSILVA RA" RO1590120 Bucuresti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 567659.0 RON Offline NU NU 18000000-9 "Imbracaminte, incaltaminte, articole de voiaj si accesorii (Rev.2)"
63.0 156434.0 07/01/2015 "REGIA NATIONALA A PADURILOR - ROMSILVA RA" RO1590120 Bucuresti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 96984.0 RON Offline NU NU 19520000-7 "Produse din plastic (Rev.2)"
64.0 156443.0 08/01/2015 "SPITALUL MUNICIPAL CAREI" 4038636.0 "Satu Mare" Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 998717.0 RON Offline DA NU 33692500-2 "Solutii injectabile (Rev.2)"
65.0 156424.0 08/01/2015 "Societatea Comerciala COMPLEXUL ENERGETIC OLTENIA SA" "RO 30267310" Gorj Furnizare DA "Licitatie deschisa" "Pretul cel mai scazut" 4410401.0 RON Offline DA NU 24000000-4 "Produse chimice (Rev.2)"
66.0 156408.0 08/01/2015 "Directia Sanitara Veterinara si pentru Siguranta Alimentelor Prahova" 2844634.0 Prahova Servicii NU "Licitatie deschisa" "Oferta cea mai avantajoasa d.p.d.v. economic" 4821919.2 RON Offline DA NU 85200000-1 "Servicii veterinare (Rev.2)"
67.0 156442.0 08/01/2015 "SPITALUL UNIVERSITAR DE URGENTA ELIAS" 4192537.0 Bucuresti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 664391.93 RON Online DA NU 33690000-3 "Diverse medicamente (Rev.2)"
68.0 156421.0 08/01/2015 "REGISTRUL AUTO ROMAN - R.A." "RO 1590236" Bucuresti Servicii NU "Licitatie deschisa" "Pretul cel mai scazut" 3060000.0 RON Offline DA NU 79521000-2 "Servicii de fotocopiere (Rev.2)"
69.0 156412.0 08/01/2015 "Societatea Nationala de Gaze Naturale Romgaz S.A." "RO 14056826" Sibiu Lucrari DA "Licitatie deschisa" "Pretul cel mai scazut" 23590689.1 RON Offline DA NU 45255500-4 "Lucrari de foraj si de explorare (Rev.2)"
70.0 156429.0 08/01/2015 "SPITALUL JUDETEAN DE URGENTA DEVA" 4374385.0 Hunedoara Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 1555929.84 RON Online DA NU 33621200-1 "Antihemoragice (Rev.2)"
71.0 156431.0 08/01/2015 "SPITALUL JUDETEAN DE URGENTA DEVA" 4374385.0 Hunedoara Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 889512.0 RON Online DA NU 24111500-0 "Gaze medicale (Rev.2)"
72.0 156417.0 08/01/2015 "Institutul pentru Ocrotirea Mamei si Copilului Prof. Dr. ""Alfred Rusescu""" 4266308.0 Bucuresti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 1569000.0 RON Online DA NU 33100000-1 "Echipamente medicale (Rev.2)"
73.0 156432.0 08/01/2015 "MUNICIPIUL BUCURESTI" 4267117.0 Bucuresti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 215620.0 EUR Offline DA NU 39141000-2 "Mobilier si echipament de bucatarie (Rev.2)"
74.0 156425.0 08/01/2015 "REGIA AUTONOMA DE ADMMINISTRARE A DOMENIULUI PUBLIC SI A FONDULUI LOCATIV R.A. CRAIOVA" "RO 7403230" Dolj Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 2717110.0 RON Offline DA NU 14210000-6 "Pietris, nisip, piatra concasata si agregate (Rev.2)"
75.0 156406.0 08/01/2015 "SPITALUL MUNICIPAL CARACAL" 4395086.0 Olt Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 822514.32 RON Online DA NU 33650000-1 "Antiinfectioase generale pentru uz sistemic, vaccinuri, antineoplazice si imunomodulatoare (Rev.2)"
76.0 156444.0 08/01/2015 "Universitatea Stefan cel Mare Suceava" 4244423.0 Suceava Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 189193.55 EUR Offline DA DA 38947000-7 "Microanalizoare cu raze X (Rev.2)"
77.0 156428.0 08/01/2015 "REGIA AUTONOMA PENTRU ACTIVITATI NUCLEARE" RO10882752 Mehedinti Furnizare DA "Licitatie deschisa" "Pretul cel mai scazut" 2340000.0 RON Offline DA NU 24313110-5 "Diverse sulfuri (Rev.2)"
78.0 156437.0 08/01/2015 "SPITALUL CLINIC JUDETEAN MURES" 24014380.0 Mures Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 371850.0 RON Offline NU NU 33141200-2 "Catetere (Rev.2)"
79.0 156446.0 08/01/2015 "APA CANAL 2000 S.A." "RO 13009001" Arges Lucrari DA "Licitatie deschisa" "Pretul cel mai scazut" 21611205.0 RON Offline NU NU 45332000-3 "Lucrari de instalatii de apa si canalizare si de conducte de evacuare (Rev.2)"
80.0 156436.0 08/01/2015 "SOCIETATEA NATIONALA DE INCHIDERI MINE VALEA JIULUI SA" RO30859649 Hunedoara Furnizare DA "Licitatie deschisa" "Pretul cel mai scazut" 441000.0 RON Offline NU NU 44313000-7 "Plasa metalica (Rev.2)"
81.0 156440.0 08/01/2015 "REGIA NATIONALA A PADURILOR - ROMSILVA RA" RO1590120 Bucuresti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 82415.0 RON Offline NU NU 30125100-2 "Cartuse de toner (Rev.2)"
82.0 156441.0 08/01/2015 "Societatea Nationala de Gaze Naturale Romgaz S.A." "RO 14056826" Sibiu Servicii DA "Licitatie deschisa" "Pretul cel mai scazut" 850000.0 RON Offline NU NU 79631000-6 "Servicii de personal si de salarizare (Rev.2)"
83.0 156447.0 08/01/2015 "BIROUL ROMAN DE METROLOGIE LEGALA" "RO 4283376" Bucuresti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 204838.71 RON Offline NU NU 34144700-5 "Vehicule utilitare (Rev.2)"
84.0 156445.0 09/01/2015 "SPITALUL CLINIC DE RECUPERARE IASI" 4541092.0 Iasi Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 4324661.08 RON Online DA NU 33690000-3 "Diverse medicamente (Rev.2)"
85.0 156449.0 09/01/2015 "SERVICIUL DE AMBULANTA BUCURESTI-ILFOV" 26361041.0 Bucuresti Servicii NU "Licitatie deschisa" "Pretul cel mai scazut" 721985.71 RON Offline DA NU 66514110-0 "Servicii de asigurare a autovehiculelor (Rev.2)"
86.0 156438.0 09/01/2015 "SPITALUL JUDETEAN SATU MARE" 3963722.0 "Satu Mare" Servicii NU "Licitatie deschisa" "Pretul cel mai scazut" 3970560.0 RON Offline DA NU 85112100-8 "Servicii privind asternuturile pentru spital (Rev.2)"
87.0 156448.0 09/01/2015 "APASERV SATU MARE S.A." RO16844952 "Satu Mare" Furnizare DA "Licitatie deschisa" "Pretul cel mai scazut" 3000000.0 RON Online DA DA 34144000-8 "Autovehicule cu utilizare speciala (Rev.2)"
88.0 156480.0 09/01/2015 "Agentia pentru Dezvoltare Regionala Sud Muntenia" 11390243.0 Calarasi Servicii NU "Licitatie deschisa" "Pretul cel mai scazut" 100000.0 RON Offline NU DA 79311100-8 "Servicii de elaborare de studii (Rev.2)"
89.0 156470.0 09/01/2015 "SPITALUL MUNICIPAL CARACAL" 4395086.0 Olt Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 536222.4 RON Online NU NU 33690000-3 "Diverse medicamente (Rev.2)"
90.0 156450.0 09/01/2015 "COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A." "RO 13328043" Bucuresti Servicii DA "Licitatie deschisa" "Pretul cel mai scazut" 359940.0 RON Offline NU NU 71319000-7 "Servicii de expertiza (Rev.2)"
91.0 156451.0 09/01/2015 "COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A." "RO 13328043" Bucuresti Servicii DA "Licitatie deschisa" "Pretul cel mai scazut" 35000.0 RON Offline NU NU 71323100-9 "Servicii de proiectare a sistemelor de energie electrica (Rev.2)"
92.0 156453.0 09/01/2015 "Regia Autonoma de Distributie a Energiei Termice Bucuresti" "RO 361218" Bucuresti Furnizare DA "Licitatie deschisa" "Pretul cel mai scazut" 1077356.0 RON Offline NU NU 44162200-5 "Conducte de distributie (Rev.2)"
93.0 156454.0 09/01/2015 "Institutul Oncologic Prof. Dr. I. Chiricuta Cluj-Napoca" 4547125.0 Cluj Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 343367.19 RON Offline NU NU 33696500-0 "Reactivi de laborator (Rev.2)"
94.0 156456.0 09/01/2015 "REGIA NATIONALA A PADURILOR - ROMSILVA RA" RO1590120 Bucuresti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 26350.0 RON Offline NU NU 24453000-4 "Erbicide (Rev.2)"
95.0 156457.0 09/01/2015 "SOCIETATEA COMERCIALA CEZ DISTRIBUTIE S.A." 14491102.0 Dolj Lucrari DA Negociere "Oferta cea mai avantajoasa d.p.d.v. economic" 3575510.0 RON Offline NU NU 45232221-7 "Statie electrica de transformare (Rev.2)"
96.0 156458.0 09/01/2015 "REGIA NATIONALA A PADURILOR - ROMSILVA RA" RO1590120 Bucuresti Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 540000.0 RON Online NU NU 24452000-7 "Insecticide (Rev.2)"
97.0 156462.0 09/01/2015 "SOCIETATEA COMPLEXUL ENERGETIC HUNEDOARA S.A." RO30855230 Hunedoara Servicii DA Negociere "Pretul cel mai scazut" 432690.0 RON Offline NU NU 72268000-1 "Servicii de furnizare de software (Rev.2)"
98.0 156464.0 09/01/2015 "SPITALUL JUDETEAN SATU MARE" 3963722.0 "Satu Mare" Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 379922.4 RON Offline NU NU 33651400-2 "Antivirale pentru uz sistemic (Rev.2)"
99.0 156465.0 09/01/2015 "Societatea Nationala de Transport Gaze Naturale TRANSGAZ SA Medias" RO13068733 Sibiu Furnizare DA "Licitatie deschisa" "Pretul cel mai scazut" 1200000.0 RON Offline NU NU 42131000-6 "Robinete si vane (Rev.2)"
100.0 156467.0 09/01/2015 "UNIVERSITATEA ""BABES-BOLYAI""" 4305849.0 Cluj Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 304200.0 RON Online NU NU 30213000-5 "Computere personale (Rev.2)"
101.0 156474.0 09/01/2015 "SPITALUL CLINIC C.F. CLUJ" 4288349.0 Cluj Furnizare NU "Licitatie deschisa" "Pretul cel mai scazut" 465454.4 RON Online NU NU 33651000-8 "Antiinfectioase generale pentru uz sistemic (Rev.2)"
102.0 156455.0 10/01/2015 "ENEL DISTRIBUTIE MUNTENIA S.A." "RO 14507322" Bucuresti Furnizare DA "Licitatie deschisa" "Pretul cel mai scazut" 2229500.0 RON Online DA NU 31711120-0 "Transductoare (Rev.2)"
103.0 156473.0 10/01/2015 "S.C.TETKRON S.R.L" "RO 27272953" Brasov Servicii DA "Licitatie deschisa" "Pretul cel mai scazut" 4089054.0 RON Offline DA NU 60300000-1 "Servicii de transport prin conducte (Rev.2)"
